age,gender,split,final
34,W,02:20:42,05:31:29
39,W,02:12:53,05:31:29
68,M,02:14:29,05:31:30
42,W,02:21:29,05:31:30
39,W,02:11:12,05:31:30
39,W,02:12:05,05:31:30
29,M,02:13:43,05:31:30
45,M,02:12:18,05:31:30
24,W,02:20:27,05:31:31
31,W,02:20:08,05:31:31
31,M,02:34:35,05:31:31
60,W,02:14:41,05:31:33
46,W,02:20:31,05:31:33
34,W,02:12:06,05:31:33
54,M,02:13:46,05:31:33
49,M,02:18:22,05:31:33
35,M,02:19:49,05:31:34
31,W,02:24:26,05:31:34
44,W,02:15:24,05:31:35
41,M,02:06:27,05:31:35
32,M,02:12:25,05:31:35
27,W,02:16:36,05:31:36
33,M,02:06:25,05:31:37
42,W,02:24:06,05:31:37
34,W,02:07:00,05:31:38
27,M,02:15:54,05:31:38
51,W,02:11:00,05:31:38
52,M,02:12:45,05:31:39
32,W,02:16:06,05:31:39
37,W,02:18:15,05:31:40
55,M,02:05:09,05:31:41
39,W,02:21:53,05:31:41
49,W,02:24:58,05:31:41
51,M,02:19:48,05:31:42
29,W,02:17:00,05:31:42
52,M,02:10:22,05:31:42
31,M,02:16:04,05:31:43
55,W,02:18:25,05:31:43
58,M,02:11:52,05:31:43
39,M,02:23:33,05:31:43
28,M,02:18:00,05:31:44
35,W,02:22:26,05:31:45
48,W,02:18:25,05:31:46
50,M,02:09:28,05:31:47
57,M,02:08:24,05:31:47
47,W,02:22:05,05:31:48
36,W,02:18:43,05:31:49
44,M,02:23:15,05:31:49
30,M,02:05:03,05:31:49
56,M,02:09:12,05:31:50
45,M,02:21:11,05:31:50
56,W,02:16:40,05:31:50
27,W,02:10:29,05:31:50
46,M,02:15:01,05:31:51
56,W,02:27:35,05:31:52
49,W,02:11:07,05:31:52
49,W,02:21:16,05:31:52
35,M,02:17:58,05:31:53
25,W,02:07:51,05:31:53
53,M,02:24:16,05:31:54
44,M,02:21:05,05:31:55
32,W,02:30:36,05:31:55
26,M,02:10:27,05:31:55
33,W,02:14:09,05:31:56
43,W,02:15:40,05:31:57
28,W,02:16:55,05:31:57
51,M,02:15:58,05:31:57
31,M,02:32:15,05:31:58
41,W,02:14:07,05:31:58
40,W,02:12:33,05:31:58
27,W,02:15:39,05:31:58
37,M,02:28:49,05:31:58
38,M,02:11:53,05:31:59
44,W,02:28:43,05:31:59
27,W,02:25:30,05:32:00
55,W,02:29:20,05:32:00
39,W,02:23:28,05:32:00
34,M,02:18:04,05:32:01
29,W,02:19:22,05:32:01
36,M,02:13:36,05:32:01
44,M,02:17:34,05:32:02
42,M,02:08:55,05:32:02
53,W,02:22:39,05:32:02
32,M,01:55:44,05:32:03
27,M,02:00:17,05:32:03
37,W,02:19:00,05:32:03
44,M,02:13:54,05:32:03
26,W,02:20:16,05:32:04
21,M,02:23:51,05:32:05
32,W,02:16:58,05:32:05
37,M,02:25:23,05:32:05
54,M,01:56:10,05:32:05
44,M,02:12:10,05:32:06
56,M,02:09:53,05:32:06
43,M,02:09:57,05:32:06
54,M,01:59:18,05:32:07
37,M,02:15:00,05:32:07
26,M,02:17:45,05:32:08
24,W,02:13:34,05:32:08
51,W,02:26:15,05:32:08
41,W,02:21:24,05:32:09
34,M,02:14:27,05:32:09
42,M,02:13:51,05:32:09
39,M,02:14:17,05:32:10
71,M,02:36:00,05:32:10
46,W,02:23:58,05:32:10
26,W,02:19:03,05:32:11
38,W,02:15:00,05:32:13
40,M,02:09:06,05:32:13
46,M,02:16:40,05:32:13
45,M,02:20:28,05:32:14
43,M,02:13:08,05:32:14
43,W,02:23:43,05:32:14
29,W,02:18:05,05:32:14
47,M,02:05:44,05:32:14
32,M,02:13:25,05:32:14
51,W,02:19:41,05:32:14
50,M,02:07:53,05:32:14
35,M,02:20:03,05:32:14
24,W,02:13:07,05:32:16
25,W,02:21:06,05:32:16
31,W,02:19:29,05:32:16
46,W,02:15:49,05:32:16
37,M,02:18:20,05:32:16
45,M,02:08:58,05:32:17
66,M,02:02:18,05:32:17
47,M,02:19:02,05:32:17
28,M,02:19:03,05:32:17
31,M,02:20:28,05:32:17
32,W,02:21:12,05:32:17
30,W,02:30:10,05:32:17
42,W,02:28:36,05:32:20
35,M,02:22:57,05:32:21
42,M,02:20:07,05:32:21
35,M,02:16:47,05:32:21
33,M,02:20:43,05:32:21
39,W,02:07:32,05:32:21
53,W,02:23:53,05:32:22
29,M,02:09:28,05:32:23
57,M,02:12:03,05:32:23
29,M,02:12:51,05:32:24
29,W,02:15:07,05:32:25
49,W,02:20:34,05:32:25
49,M,02:11:02,05:32:25
49,W,02:19:20,05:32:25
46,W,02:23:43,05:32:26
37,M,02:18:11,05:32:26
41,W,02:27:08,05:32:26
35,M,02:13:47,05:32:26
52,W,02:36:05,05:32:26
25,W,02:12:48,05:32:26
50,M,02:16:39,05:32:27
44,M,02:14:04,05:32:28
54,M,02:08:47,05:32:28
53,M,02:21:07,05:32:28
30,W,02:19:09,05:32:28
38,M,02:01:52,05:32:28
35,W,02:15:02,05:32:29
38,M,02:21:10,05:32:29
45,W,02:20:09,05:32:29
42,M,02:13:05,05:32:30
44,M,02:30:34,05:32:30
36,M,02:10:07,05:32:30
42,W,02:13:32,05:32:30
25,M,02:26:24,05:32:30
35,M,02:23:13,05:32:30
25,W,02:16:11,05:32:31
53,M,02:20:18,05:32:31
23,W,02:16:25,05:32:31
39,W,02:20:33,05:32:31
60,M,02:17:07,05:32:32
41,M,02:10:24,05:32:32
32,W,02:16:46,05:32:32
47,W,02:26:21,05:32:32
44,M,02:16:26,05:32:32
70,M,02:10:37,05:32:32
34,W,02:21:51,05:32:32
50,W,02:24:22,05:32:32
33,M,02:14:25,05:32:33
30,M,02:16:13,05:32:33
59,W,02:23:59,05:32:34
39,W,02:19:31,05:32:34
52,W,02:17:33,05:32:34
59,M,02:18:17,05:32:34
30,W,02:23:47,05:32:35
33,M,02:11:45,05:32:36
51,M,02:20:42,05:32:36
41,M,02:02:23,05:32:37
60,M,02:08:18,05:32:37
66,M,02:15:03,05:32:37
37,W,02:13:01,05:32:37
48,M,02:29:24,05:32:38
30,W,02:24:45,05:32:38
23,M,02:07:16,05:32:38
62,M,02:05:32,05:32:39
36,W,02:12:36,05:32:39
50,W,02:16:47,05:32:39
38,M,02:10:27,05:32:41
52,M,02:18:07,05:32:41
43,M,02:15:19,05:32:42
36,M,02:16:06,05:32:43
46,M,02:13:37,05:32:44
30,W,02:25:37,05:32:44
31,M,02:16:53,05:32:44
43,M,02:27:06,05:32:44
52,M,02:18:33,05:32:44
51,M,02:15:05,05:32:44
57,M,02:09:02,05:32:45
47,M,02:15:51,05:32:45
30,W,02:12:39,05:32:45
34,W,02:22:56,05:32:46
28,W,02:24:32,05:32:47
62,W,02:27:01,05:32:47
42,M,02:22:07,05:32:47
61,M,01:54:30,05:32:47
28,M,02:04:35,05:32:47
34,M,02:15:00,05:32:48
57,M,02:18:14,05:32:49
54,M,02:08:30,05:32:49
59,M,02:14:50,05:32:49
34,W,02:18:09,05:32:50
45,W,02:16:01,05:32:50
51,W,02:13:35,05:32:51
26,W,02:31:33,05:32:51
40,M,02:21:26,05:32:51
50,W,02:19:14,05:32:51
57,M,02:12:46,05:32:51
48,W,02:20:45,05:32:51
30,W,02:14:55,05:32:51
41,W,02:16:55,05:32:52
43,M,02:14:30,05:32:54
57,W,02:19:48,05:32:54
32,W,02:15:27,05:32:54
51,W,02:23:09,05:32:54
30,W,02:15:38,05:32:54
55,W,02:17:01,05:32:55
48,M,02:17:56,05:32:56
34,W,02:11:27,05:32:56
29,M,02:16:36,05:32:57
65,M,02:12:24,05:32:57
33,W,02:25:47,05:32:57
42,W,02:23:18,05:32:57
45,W,02:23:35,05:32:58
28,W,02:08:55,05:32:58
51,M,02:09:33,05:32:58
39,W,02:19:47,05:32:59
33,M,02:16:55,05:32:59
39,W,02:17:09,05:33:00
53,W,02:26:27,05:33:00
34,W,02:17:01,05:33:00
19,W,02:16:50,05:33:00
34,M,02:18:04,05:33:01
30,M,02:10:34,05:33:01
18,W,02:23:48,05:33:01
28,M,02:11:52,05:33:01
36,W,02:22:28,05:33:01
45,M,02:07:02,05:33:01
29,W,02:18:10,05:33:02
32,W,02:18:29,05:33:02
40,M,02:15:11,05:33:03
49,W,02:13:10,05:33:03
61,M,02:16:52,05:33:03
39,W,02:24:20,05:33:03
44,W,02:18:07,05:33:03
32,W,02:21:29,05:33:03
30,W,02:30:59,05:33:04
32,M,02:22:46,05:33:04
54,M,02:19:37,05:33:04
50,W,02:16:27,05:33:04
36,M,02:09:28,05:33:05
32,M,02:15:52,05:33:05
56,M,02:08:51,05:33:05
37,M,02:17:05,05:33:06
29,M,02:17:15,05:33:06
37,W,02:21:07,05:33:06
59,M,02:16:47,05:33:06
39,M,02:20:35,05:33:07
38,M,02:05:38,05:33:07
49,M,02:08:53,05:33:07
55,M,02:18:56,05:33:07
64,M,02:11:50,05:33:08
34,W,02:16:34,05:33:09
33,W,02:24:35,05:33:10
43,M,02:22:49,05:33:10
57,M,02:17:47,05:33:11
50,M,02:13:36,05:33:11
28,W,02:13:01,05:33:11
54,W,02:24:46,05:33:12
33,W,02:28:27,05:33:12
52,M,02:27:27,05:33:12
55,W,02:32:12,05:33:13
48,W,02:16:41,05:33:13
48,W,02:26:31,05:33:14
27,W,02:23:33,05:33:14
39,W,02:15:17,05:33:14
55,M,02:17:56,05:33:14
44,M,02:22:47,05:33:15
51,W,02:15:07,05:33:15
49,M,02:15:54,05:33:15
59,M,02:20:02,05:33:15
40,W,02:18:10,05:33:15
39,W,02:21:38,05:33:15
36,M,02:13:06,05:33:16
49,W,02:24:43,05:33:16
47,M,02:14:20,05:33:16
45,W,02:22:30,05:33:17
36,M,02:13:49,05:33:17
52,M,02:22:12,05:33:17
41,M,02:15:47,05:33:17
41,W,02:31:43,05:33:18
56,M,02:12:03,05:33:18
32,W,02:18:35,05:33:19
30,M,02:21:26,05:33:19
34,W,02:07:34,05:33:19
43,M,02:01:10,05:33:20
45,M,02:14:26,05:33:20
55,M,02:20:59,05:33:20
49,W,02:15:35,05:33:20
48,M,02:14:55,05:33:20
38,W,02:20:35,05:33:21
36,W,02:28:00,05:33:21
46,W,02:19:16,05:33:21
50,W,02:29:46,05:33:21
45,W,01:56:57,05:33:22
32,M,02:15:33,05:33:22
51,M,02:00:29,05:33:22
35,M,02:28:17,05:33:22
49,M,02:18:49,05:33:22
41,W,02:07:18,05:33:22
51,W,02:05:33,05:33:22
36,W,02:19:36,05:33:22
41,W,02:20:55,05:33:22
48,M,02:12:17,05:33:22
44,M,02:16:04,05:33:23
42,M,02:06:19,05:33:23
29,W,02:15:40,05:33:25
71,M,02:03:25,05:33:25
33,M,02:15:11,05:33:25
31,W,02:18:41,05:33:26
44,M,02:15:29,05:33:26
35,M,02:14:15,05:33:26
46,W,02:22:34,05:33:26
48,M,02:23:07,05:33:26
30,M,02:15:15,05:33:27
31,W,02:13:34,05:33:27
50,M,02:23:45,05:33:27
39,W,02:19:46,05:33:27
28,W,02:15:28,05:33:28
45,M,02:16:47,05:33:28
44,W,02:16:29,05:33:28
40,W,02:24:23,05:33:29
40,M,02:14:20,05:33:31
62,M,02:27:26,05:33:31
63,W,02:14:46,05:33:32
38,M,02:20:03,05:33:32
57,M,02:09:47,05:33:33
46,M,02:27:38,05:33:33
33,W,02:17:23,05:33:34
39,M,02:08:05,05:33:34
47,M,02:28:20,05:33:35
27,M,02:18:17,05:33:35
32,W,02:21:06,05:33:36
28,M,02:25:55,05:33:36
46,W,02:19:11,05:33:36
53,W,02:19:11,05:33:36
38,M,02:17:03,05:33:37
44,M,02:00:25,05:33:37
36,W,02:14:50,05:33:37
37,W,02:14:57,05:33:37
42,M,02:09:44,05:33:38
39,M,02:21:42,05:33:38
26,M,02:14:32,05:33:38
36,W,02:27:33,05:33:38
45,M,02:06:55,05:33:39
41,W,02:20:16,05:33:39
26,W,02:14:00,05:33:39
31,W,02:26:28,05:33:41
37,M,02:12:23,05:33:41
49,M,02:18:27,05:33:41
33,W,02:13:54,05:33:42
31,M,02:19:57,05:33:42
40,W,02:13:17,05:33:43
60,M,02:17:46,05:33:43
50,W,02:18:08,05:33:43
41,M,02:16:57,05:33:44
42,W,02:22:02,05:33:44
44,M,02:19:24,05:33:44
30,W,02:17:38,05:33:44
30,M,02:20:30,05:33:45
36,M,02:12:27,05:33:45
31,W,02:19:32,05:33:45
40,M,02:12:22,05:33:45
47,M,02:20:20,05:33:46
50,W,02:26:06,05:33:46
30,M,01:59:40,05:33:47
60,M,02:18:47,05:33:47
46,W,02:07:24,05:33:47
35,M,02:11:52,05:33:47
61,M,02:15:13,05:33:47
56,M,02:17:38,05:33:48
30,W,02:25:21,05:33:48
56,M,02:10:08,05:33:48
46,W,02:21:19,05:33:49
28,W,02:19:43,05:33:49
40,M,01:59:14,05:33:49
47,M,02:13:52,05:33:49
23,M,02:21:53,05:33:49
46,W,02:11:07,05:33:50
44,M,02:20:44,05:33:51
46,M,02:17:49,05:33:51
43,M,02:00:33,05:33:51
52,M,02:12:44,05:33:51
45,W,02:26:46,05:33:51
48,M,02:05:37,05:33:52
40,W,02:20:46,05:33:52
48,M,02:18:29,05:33:52
65,M,02:18:40,05:33:52
30,W,02:24:17,05:33:52
22,W,02:11:35,05:33:52
32,M,02:39:42,05:33:52
50,W,02:15:24,05:33:52
39,M,02:13:51,05:33:53
24,W,02:15:47,05:33:53
37,W,02:15:25,05:33:53
37,M,02:22:19,05:33:53
41,M,02:05:45,05:33:54
32,W,02:04:47,05:33:54
42,W,02:06:56,05:33:54
42,M,02:17:25,05:33:55
38,M,02:16:09,05:33:56
52,M,02:26:05,05:33:56
59,M,02:18:46,05:33:56
36,W,02:19:17,05:33:58
51,M,02:14:34,05:33:58
37,W,02:21:00,05:33:58
50,M,02:22:41,05:33:58
45,M,02:13:14,05:34:01
48,W,02:27:15,05:34:01
34,W,02:14:43,05:34:01
31,M,02:19:39,05:34:01
35,W,02:13:00,05:34:02
52,W,02:14:12,05:34:02
55,M,02:17:01,05:34:02
53,M,02:16:20,05:34:02
38,W,02:19:18,05:34:02
37,W,02:17:14,05:34:03
59,M,02:27:00,05:34:03
43,M,02:17:07,05:34:03
47,M,02:11:25,05:34:03
19,W,02:30:40,05:34:04
42,W,02:25:54,05:34:04
44,M,02:15:50,05:34:04
66,W,02:17:36,05:34:04
44,M,02:09:28,05:34:04
37,W,02:21:53,05:34:05
48,W,02:19:48,05:34:05
51,W,02:24:07,05:34:05
55,M,02:23:08,05:34:05
30,M,02:12:30,05:34:05
51,M,02:21:05,05:34:06
34,W,02:15:31,05:34:06
54,W,02:23:12,05:34:07
56,M,02:29:01,05:34:07
17,W,02:26:43,05:34:07
36,W,02:26:45,05:34:07
54,M,02:07:19,05:34:07
33,W,02:15:14,05:34:08
33,W,02:16:10,05:34:08
54,M,02:13:13,05:34:08
42,W,02:17:05,05:34:08
34,W,02:30:58,05:34:08
59,M,02:14:50,05:34:09
30,M,02:15:43,05:34:09
29,W,02:23:12,05:34:10
54,W,02:40:59,05:34:10
62,W,02:15:29,05:34:11
34,W,02:17:44,05:34:11
30,W,02:24:22,05:34:11
31,W,02:19:51,05:34:11
50,M,02:16:56,05:34:11
53,M,02:09:11,05:34:12
53,M,02:30:20,05:34:12
35,W,02:16:28,05:34:12
65,M,02:31:19,05:34:12
23,M,02:06:25,05:34:12
45,W,02:20:55,05:34:13
44,M,02:23:14,05:34:13
41,M,02:22:53,05:34:13
47,W,02:14:41,05:34:14
45,M,02:15:09,05:34:14
24,W,02:13:43,05:34:14
45,M,02:25:06,05:34:14
26,M,02:19:57,05:34:14
38,W,02:12:39,05:34:14
62,M,02:24:26,05:34:14
59,M,02:12:27,05:34:15
56,M,02:17:41,05:34:15
31,W,02:24:53,05:34:15
40,W,02:20:23,05:34:16
44,M,02:17:15,05:34:16
46,M,02:27:18,05:34:17
44,M,02:22:48,05:34:17
25,W,02:16:19,05:34:18
51,M,02:24:52,05:34:18
52,M,02:24:02,05:34:18
31,M,02:16:58,05:34:18
32,M,02:14:10,05:34:18
19,M,02:38:52,05:34:19
35,M,02:22:11,05:34:19
53,W,02:24:13,05:34:19
34,M,02:20:11,05:34:19
48,W,02:12:37,05:34:20
26,W,02:28:47,05:34:20
55,M,02:11:33,05:34:20
29,W,02:22:32,05:34:20
45,W,02:15:35,05:34:21
40,M,02:24:10,05:34:21
27,M,02:04:34,05:34:21
38,M,02:18:37,05:34:22
40,W,02:14:28,05:34:22
27,W,02:17:02,05:34:22
38,W,02:21:52,05:34:23
25,W,02:24:10,05:34:23
42,M,02:09:40,05:34:23
45,W,02:24:02,05:34:23
29,W,02:18:36,05:34:23
42,M,02:07:58,05:34:23
32,M,02:10:07,05:34:23
53,M,02:29:28,05:34:24
54,M,02:27:05,05:34:24
24,W,02:17:14,05:34:24
28,W,02:15:30,05:34:25
44,M,02:23:55,05:34:25
52,W,02:31:34,05:34:26
45,W,02:19:57,05:34:26
29,W,02:18:22,05:34:26
35,W,02:24:25,05:34:26
47,M,02:15:51,05:34:26
59,M,02:29:24,05:34:27
49,W,02:23:44,05:34:27
42,M,01:59:45,05:34:27
49,M,02:09:09,05:34:27
29,W,02:26:14,05:34:28
32,M,02:25:08,05:34:29
26,W,02:26:57,05:34:29
42,M,02:14:13,05:34:29
52,W,02:27:03,05:34:29
35,W,02:15:48,05:34:30
55,M,02:18:09,05:34:31
32,W,02:20:56,05:34:31
36,W,02:10:56,05:34:31
45,M,02:18:37,05:34:32
56,M,02:18:41,05:34:32
35,W,02:26:17,05:34:32
38,M,02:05:40,05:34:32
35,W,02:17:04,05:34:33
42,W,02:14:53,05:34:33
43,M,02:15:18,05:34:33
53,W,02:11:55,05:34:33
28,W,02:13:01,05:34:35
48,M,02:25:57,05:34:35
30,W,02:22:10,05:34:35
45,W,02:25:56,05:34:36
49,W,02:20:44,05:34:36
59,W,02:16:41,05:34:37
60,M,02:30:27,05:34:37
47,W,02:20:21,05:34:37
41,W,02:16:39,05:34:38
64,M,02:14:36,05:34:38
48,W,02:16:39,05:34:38
56,W,02:18:48,05:34:38
42,M,02:21:02,05:34:39
52,M,02:19:49,05:34:39
54,W,02:20:59,05:34:40
27,W,02:20:22,05:34:40
36,W,02:26:55,05:34:40
32,W,02:26:06,05:34:41
31,M,02:03:30,05:34:41
53,M,02:18:52,05:34:41
48,W,02:14:39,05:34:41
29,W,02:21:29,05:34:41
51,M,02:15:18,05:34:42
32,M,01:54:49,05:34:42
42,W,02:20:26,05:34:42
23,M,02:14:00,05:34:43
46,M,02:27:12,05:34:43
43,M,02:21:56,05:34:43
45,W,02:18:53,05:34:43
40,M,02:17:16,05:34:44
37,M,02:21:33,05:34:44
39,M,02:17:53,05:34:44
49,W,02:17:11,05:34:45
58,M,02:23:38,05:34:45
56,W,02:26:13,05:34:45
41,M,02:15:54,05:34:45
47,M,02:16:17,05:34:46
54,M,02:20:52,05:34:46
31,M,02:18:34,05:34:46
59,M,02:17:39,05:34:47
59,M,02:01:29,05:34:47
33,M,02:17:51,05:34:48
52,W,02:16:33,05:34:48
53,M,02:30:46,05:34:48
42,W,02:22:39,05:34:48
55,M,02:29:28,05:34:48
37,M,02:06:56,05:34:48
37,W,02:10:27,05:34:49
45,W,02:16:58,05:34:49
57,M,02:19:40,05:34:49
43,M,02:15:47,05:34:50
38,M,02:29:18,05:34:50
37,W,02:21:36,05:34:50
39,M,02:20:22,05:34:50
42,W,02:16:34,05:34:50
32,M,02:15:23,05:34:50
36,M,02:23:27,05:34:50
62,M,02:14:39,05:34:51
37,M,02:27:38,05:34:51
43,W,02:23:18,05:34:51
50,M,02:20:55,05:34:52
46,M,02:12:39,05:34:52
35,W,02:13:40,05:34:52
26,W,02:03:22,05:34:52
44,M,02:06:40,05:34:53
24,W,02:18:02,05:34:53
57,M,02:24:21,05:34:53
27,W,02:15:51,05:34:53
45,M,02:22:52,05:34:53
48,M,02:14:59,05:34:54
37,W,02:16:42,05:34:54
26,W,02:22:15,05:34:54
23,W,02:08:29,05:34:54
46,M,02:25:52,05:34:54
37,W,02:21:24,05:34:55
44,M,02:04:51,05:34:55
38,W,02:17:28,05:34:55
24,W,02:26:57,05:34:55
56,M,02:16:29,05:34:55
33,W,02:22:14,05:34:56
41,M,02:22:22,05:34:56
34,W,02:23:16,05:34:56
41,W,02:13:21,05:34:56
42,W,02:19:25,05:34:56
23,W,02:17:11,05:34:56
28,M,02:21:32,05:34:57
45,M,02:04:12,05:34:57
34,M,02:06:17,05:34:57
45,M,02:14:45,05:34:57
55,W,02:18:32,05:34:57
23,W,02:16:16,05:34:58
46,M,02:27:23,05:34:58
45,W,02:22:06,05:34:59
52,W,02:23:21,05:34:59
51,M,02:18:14,05:34:59
46,M,02:17:30,05:34:59
59,M,02:14:03,05:34:59
47,W,02:18:46,05:35:00
42,W,02:27:23,05:35:00
44,W,02:19:47,05:35:00
46,W,02:21:07,05:35:00
26,M,02:19:11,05:35:00
31,W,02:18:19,05:35:01
52,M,02:18:52,05:35:01
41,W,02:25:39,05:35:01
48,M,02:20:38,05:35:02
45,M,02:08:17,05:35:02
49,M,02:23:31,05:35:02
49,W,02:17:53,05:35:02
31,W,02:22:40,05:35:02
37,W,02:16:33,05:35:03
23,W,02:18:03,05:35:03
54,M,02:10:40,05:35:03
36,W,02:15:12,05:35:04
46,M,02:17:02,05:35:04
24,M,02:11:37,05:35:05
20,M,02:16:49,05:35:05
37,W,02:20:46,05:35:05
59,M,02:23:28,05:35:05
68,M,02:21:42,05:35:06
28,W,02:15:24,05:35:06
34,M,02:21:56,05:35:06
41,W,02:31:23,05:35:07
37,W,02:17:25,05:35:07
59,M,02:11:43,05:35:07
26,M,02:14:27,05:35:07
51,M,02:12:47,05:35:07
43,M,02:19:46,05:35:08
42,M,02:19:21,05:35:08
48,M,02:11:53,05:35:08
40,M,02:26:20,05:35:08
23,M,02:16:56,05:35:09
67,M,02:14:40,05:35:09
59,M,02:29:36,05:35:11
30,M,02:18:40,05:35:11
34,M,02:06:42,05:35:11
23,M,02:14:34,05:35:11
53,M,02:08:46,05:35:12
45,W,02:21:58,05:35:12
49,W,02:18:01,05:35:13
34,W,02:26:10,05:35:13
44,W,02:23:03,05:35:13
61,M,02:14:27,05:35:13
42,W,02:17:22,05:35:14
42,M,02:15:38,05:35:14
37,M,02:15:17,05:35:14
28,M,02:05:07,05:35:14
27,M,02:17:18,05:35:15
49,W,02:24:36,05:35:15
28,W,02:16:20,05:35:16
45,W,02:25:49,05:35:16
43,W,02:19:36,05:35:17
25,W,02:24:06,05:35:17
57,M,02:05:44,05:35:17
44,M,02:11:10,05:35:17
65,M,02:28:53,05:35:18
29,W,02:16:22,05:35:18
41,M,02:25:50,05:35:19
35,W,02:20:02,05:35:19
34,M,02:10:43,05:35:20
73,W,02:15:36,05:35:20
49,M,02:18:18,05:35:20
57,M,02:17:22,05:35:20
50,M,02:23:08,05:35:20
44,M,02:12:14,05:35:21
49,M,02:27:46,05:35:21
39,W,02:24:35,05:35:21
34,M,02:16:26,05:35:21
49,M,02:08:38,05:35:22
42,M,02:07:36,05:35:22
50,W,02:07:47,05:35:22
30,M,02:18:56,05:35:23
48,W,02:20:57,05:35:24
34,W,02:22:55,05:35:24
40,W,02:17:12,05:35:24
35,M,02:13:17,05:35:26
27,W,02:21:18,05:35:27
28,W,02:18:40,05:35:27
47,W,02:17:14,05:35:28
18,W,02:12:53,05:35:28
39,M,02:16:56,05:35:28
26,M,02:30:05,05:35:29
40,W,02:13:53,05:35:29
41,W,02:32:25,05:35:29
51,M,02:20:50,05:35:29
42,W,02:15:55,05:35:30
57,M,02:21:59,05:35:30
51,W,02:20:38,05:35:30
50,W,02:28:04,05:35:30
46,W,02:23:12,05:35:32
40,M,02:14:11,05:35:32
42,W,02:16:35,05:35:32
53,M,02:18:41,05:35:34
46,M,02:10:59,05:35:34
30,M,02:11:44,05:35:34
58,M,02:15:34,05:35:35
37,W,02:28:26,05:35:35
44,W,02:08:05,05:35:36
24,M,02:02:54,05:35:36
35,W,02:28:35,05:35:36
18,M,02:25:00,05:35:36
49,W,02:22:56,05:35:36
27,W,02:27:07,05:35:36
53,M,02:20:54,05:35:36
52,W,02:15:30,05:35:36
47,W,02:19:07,05:35:37
40,W,02:22:03,05:35:37
43,W,02:21:14,05:35:37
35,W,02:26:00,05:35:38
53,M,02:47:27,05:35:38
56,M,02:22:36,05:35:38
33,M,02:20:35,05:35:39
33,W,02:27:58,05:35:39
25,W,02:32:14,05:35:39
32,M,02:05:58,05:35:40
39,M,02:32:07,05:35:40
27,M,02:13:37,05:35:41
35,M,02:10:38,05:35:41
50,M,02:20:55,05:35:42
55,M,02:13:46,05:35:42
38,M,02:01:45,05:35:42
24,W,02:09:25,05:35:44
37,M,02:13:59,05:35:44
28,M,02:12:47,05:35:44
28,W,02:23:04,05:35:45
53,M,02:15:12,05:35:45
45,M,02:19:58,05:35:45
42,W,02:15:07,05:35:45
59,M,02:10:56,05:35:45
37,W,02:16:36,05:35:45
53,M,02:19:24,05:35:46
40,W,02:25:33,05:35:46
51,W,02:17:11,05:35:46
36,W,02:21:18,05:35:46
50,W,02:20:10,05:35:47
30,W,02:23:20,05:35:47
44,M,02:09:56,05:35:47
51,M,02:11:40,05:35:47
36,M,02:21:24,05:35:47
23,W,02:12:39,05:35:48
29,W,02:24:17,05:35:48
25,W,02:23:55,05:35:48
39,M,02:15:11,05:35:48
34,M,02:14:51,05:35:48
40,W,02:22:27,05:35:48
34,W,02:24:34,05:35:48
63,W,02:22:59,05:35:49
36,M,02:19:03,05:35:49
41,W,02:20:15,05:35:49
34,M,02:10:58,05:35:49
50,M,02:15:06,05:35:50
51,M,02:15:28,05:35:50
28,W,02:16:56,05:35:50
41,W,02:17:19,05:35:50
43,W,02:13:07,05:35:51
47,W,02:24:36,05:35:51
57,M,02:21:15,05:35:51
37,M,02:17:33,05:35:52
33,W,02:21:38,05:35:52
48,W,02:13:42,05:35:53
22,W,02:17:02,05:35:53
48,M,02:14:10,05:35:53
48,W,02:31:07,05:35:53
25,W,02:08:59,05:35:53
36,M,02:18:44,05:35:54
47,M,02:20:42,05:35:54
24,M,01:52:16,05:35:54
58,M,02:17:56,05:35:55
31,W,02:19:41,05:35:55
49,M,02:14:09,05:35:56
28,W,02:28:22,05:35:56
25,W,02:16:58,05:35:56
49,M,02:16:27,05:35:56
32,W,02:23:27,05:35:56
34,M,02:24:14,05:35:56
37,W,02:17:18,05:35:56
25,W,02:25:28,05:35:56
49,M,02:16:48,05:35:56
55,W,02:16:40,05:35:56
40,W,02:23:14,05:35:57
55,M,02:19:14,05:35:57
34,M,02:24:29,05:35:58
52,M,02:17:47,05:35:58
60,M,02:18:54,05:35:59
22,M,02:25:30,05:35:59
42,W,02:14:24,05:36:00
39,M,02:14:35,05:36:00
49,M,02:13:54,05:36:00
29,W,02:11:46,05:36:01
33,M,02:11:58,05:36:01
26,W,02:18:12,05:36:02
36,W,02:22:23,05:36:02
49,M,02:28:36,05:36:02
41,M,02:17:07,05:36:02
29,M,02:31:30,05:36:02
47,W,02:17:33,05:36:03
33,W,02:14:20,05:36:03
58,M,02:20:24,05:36:04
60,W,02:16:49,05:36:04
45,M,02:17:38,05:36:04
35,W,02:28:54,05:36:04
48,M,02:15:13,05:36:04
52,W,02:21:13,05:36:04
35,M,02:32:00,05:36:05
30,M,02:23:05,05:36:05
36,M,02:23:15,05:36:05
43,W,02:22:34,05:36:05
38,W,02:20:40,05:36:06
51,M,02:09:45,05:36:06
35,M,02:27:47,05:36:06
33,W,02:27:22,05:36:06
37,M,02:15:46,05:36:06
46,M,02:21:31,05:36:07
27,M,02:31:15,05:36:07
49,M,02:16:19,05:36:07
